tau,c_fx_fx,c_fx_fy,c_fy_fy
0.00063300,-430933356.06617647,-5686080.88235294,-415780713.60294116
0.00063450,-431367405.88235295,-5426095.53308824,-416672280.91176468
0.00063600,-431791931.89338237,-5168300.55147059,-417562645.03676468
0.00063750,-432207656.10294116,-4915922.42647059,-418454132.72058821
0.00063900,-432616219.98161763,-4664937.04044118,-419344537.37132353
0.00064050,-433014052.48161763,-4418606.80147059,-420235236.21323532
0.00064200,-433403860.84558821,-4173320.80882353,-421127058.45588237
0.00064350,-433785990.80882353,-3933109.00735294,-422016403.12500000
0.00064500,-434157555.69852942,-3695635.47794118,-422906606.98529410
0.00064650,-434522720.77205884,-3462059.55882353,-423796943.98897058
0.00064800,-434878989.70588237,-3231324.44852941,-424687154.22794116
0.00064950,-435227846.78308821,-3004466.76470588,-425577199.81617647
0.00065100,-435567475.55147058,-2780109.37500000,-426466095.58823532
0.00065250,-435900494.11764705,-2559360.06801471,-427354728.73161763
0.00065400,-436225001.10294116,-2341377.94117647,-428243028.62132353
0.00065550,-436541908.63970590,-2127394.30147059,-429130657.20588237
0.00065700,-436849995.00000000,-1917028.62132353,-430019226.10294116
0.00065850,-437152343.56617647,-1709363.27205882,-430904770.05514705
0.00066000,-437446236.94852942,-1506058.63970588,-431790727.38970590
0.00066150,-437733184.37500000,-1304386.76470588,-432676191.80147058
0.00066300,-438012623.86029410,-1107163.15441176,-433557504.33823532
0.00066450,-438285362.68382353,-912580.01838235,-434440125.97426468
0.00066600,-438550972.72058821,-721084.65073529,-435319258.27205884
0.00066750,-438808770.58823532,-532158.63970588,-436196889.08088237
0.00066900,-439059729.59558821,-348017.09558824,-437073428.18014705
0.00067050,-439304602.75735295,-165318.93382353,-437947795.95588237
0.00067200,-439542389.96323532,13793.93382353,-438818215.62500000
0.00067350,-439773426.83823532,189830.33088235,-439686774.63235295
0.00067500,-439997628.86029410,362541.36029412,-440552436.94852942
0.00067650,-440215444.85294116,533554.59558824,-441413477.75735295
0.00067800,-440427608.82352942,701170.40441176,-442274192.27941179
0.00067950,-440632718.19852942,865320.16544118,-443127922.66544116
0.00068100,-440831015.62500000,1027353.12500000,-443979735.66176468
0.00068250,-441024525.37683821,1185978.30882353,-444825520.95367646
0.00068400,-441210876.83823532,1342373.34558824,-445668098.18014705
0.00068550,-441392075.18382353,1496098.58455882,-446505030.97426468
0.00068700,-441566925.95588237,1646902.62867647,-447336703.18014705
0.00068850,-441735246.50735295,1795204.19117647,-448163469.77941179
0.00069000,-441898051.74632353,1940696.85661765,-448983460.29411763
0.00069150,-442055912.13235295,2084254.66911765,-449797692.07169116
0.00069300,-442206732.97794116,2224822.24264706,-450604702.86764705
0.00069450,-442354302.38970590,2363809.13602941,-451407084.53860295
0.00069600,-442494476.17647058,2499278.75735294,-452201637.13235295
0.00069750,-442628793.56617647,2632711.21323529,-452987993.38235295
0.00069900,-442758666.96691179,2764688.76838235,-453768011.21323532
0.00070050,-442883348.52941179,2892923.12500000,-454538431.19485295
0.00070200,-443002830.51470590,3019296.76470588,-455301501.36029410
0.00070350,-443116724.81617647,3144053.18014706,-456056313.05147058
0.00070500,-443225437.50000000,3266527.09558824,-456801582.40808821
0.00070650,-443328608.27205884,3386111.17095588,-457538354.77941179
0.00070800,-443427998.62132353,3503572.42647059,-458266409.19117647
0.00070950,-443523162.50000000,3619186.50735294,-458983589.90808821
0.00071100,-443612373.89705884,3733099.26470588,-459691420.58823532
0.00071250,-443696246.61764705,3843724.08088235,-460389199.44852942
0.00071400,-443776739.33823532,3953185.18382353,-461076835.84558821
0.00071550,-443851659.74264705,4059929.77941176,-461752491.87500000
0.00071700,-443923102.38970590,4164855.68014706,-462418147.61029410
0.00071850,-443989887.86764705,4268259.92647059,-463072465.44117647
0.00072000,-444051983.45588237,4369717.83088235,-463715970.58823532
0.00072150,-444109613.23529410,4468279.59558824,-464347194.85294116
0.00072300,-444162826.45220590,4565202.20588235,-464966564.54044116
0.00072450,-444213599.39981616,4660044.48529412,-465574300.60661763
0.00072600,-444258856.61764705,4753195.20220588,-466170639.52205884
0.00072750,-444301195.95588237,4844004.96323529,-466752398.71323532
0.00072900,-444339098.34558821,4932587.68382353,-467324786.76470590
0.00073050,-444372937.13235295,5020491.72794118,-467884008.27205884
0.00073200,-444403549.44852942,5105783.73161765,-468430103.67647058
0.00073350,-444429808.08823532,5189015.99264706,-468962679.77941179
0.00073500,-444451836.76470590,5271162.27205882,-469481978.67647058
0.00073650,-444472889.15441179,5350738.41911765,-469990456.61764705
0.00073800,-444488935.36764705,5428308.27205882,-470483848.08823532
0.00073950,-444501182.72058821,5504750.73529412,-470966451.61764705
0.00074100,-444511219.30147058,5578833.82352941,-471433879.02941179
0.00074250,-444517007.48161763,5652335.90073529,-471889602.15073532
0.00074400,-444521038.41911763,5722377.05882353,-472331152.57352942
0.00074550,-444520386.71985292,5792101.94852941,-472760421.69117647
0.00074700,-444518653.86029410,5859871.69117647,-473175059.03125000
0.00074850,-444512564.13602942,5925763.41911765,-473578115.87867647
0.00075000,-444504590.27573532,5990583.27205882,-473966995.22058821
0.00075150,-444492791.17647058,6053166.72794118,-474343681.06617647
0.00075300,-444478893.69485295,6115357.61764706,-474707232.11397058
0.00075450,-444462424.20404410,6174443.75000000,-475057240.99264705
0.00075600,-444442057.72058821,6232849.06250000,-475394392.20588237
0.00075750,-444420209.55882353,6290023.71323529,-475719329.77941179
0.00075900,-444394766.36029410,6345677.72058824,-476031011.02941179
0.00076050,-444369437.31617647,6399835.80882353,-476329455.20220590
0.00076200,-444339240.20220590,6453009.00735294,-476616719.70588237
0.00076350,-444306920.45955884,6504203.86029412,-476891159.55882353
0.00076500,-444272228.63970590,6553981.61764706,-477153473.54779410
0.00076650,-444235030.84007353,6603678.34558824,-477403774.81617647
0.00076800,-444196473.15992647,6651425.18382353,-477640647.61029410
0.00076950,-444154558.83823532,6697875.33088235,-477866788.41911763
0.00077100,-444111736.14338237,6743915.79044118,-478081251.65441179
0.00077250,-444064687.62867647,6788037.33455882,-478283587.72058821
0.00077400,-444016539.50367647,6832340.06066176,-478474886.96691179
0.00077550,-443966590.18382353,6875016.23161765,-478655005.14705884
0.00077700,-443913766.91176468,6915984.74264706,-478823333.27205884
0.00077850,-443859027.94117647,6957034.50367647,-478982224.70588237
0.00078000,-443801036.94852942,6996605.85845588,-479129603.14338237
0.00078150,-443742417.04595590,7036079.59558824,-479266542.27941179
0.00078300,-443679581.43382353,7074002.44485294,-479392286.78308821
0.00078450,-443616073.16176468,7111279.79779412,-479507572.33455884
0.00078600,-443549803.86029410,7148149.58823529,-479613695.77205884
0.00078750,-443481021.01102942,7185251.45220588,-479710006.06985295
0.00078900,-443410146.52573532,7220032.42647059,-479794417.68382353
0.00079050,-443336456.98529410,7254855.90073529,-479870731.98529410
0.00079200,-443260916.36029410,7289518.60441177,-479937557.48161763
0.00079350,-443183411.76470590,7323956.74632353,-479993989.15441179
0.00079500,-443104364.04411763,7356657.51838235,-480042991.81985295
0.00079650,-443021492.38970590,7390277.04044118,-480080407.13235295
0.00079800,-442936081.98529410,7422829.06250000,-480110831.25000000
0.00079950,-442849535.62500000,7455900.23897059,-480130446.69117647
0.00080100,-442758861.72794116,7488262.57352941,-480143520.09191179
0.00080250,-442666317.09558821,7520139.55882353,-480146715.80882353
0.00080400,-442571542.62132353,7552414.22794118,-480142432.51838237
0.00080550,-442473198.52941179,7583407.53676471,-480128070.88235295
0.00080700,-442372774.31985295,7615346.50735294,-480106815.66176468
0.00080850,-442270419.85294116,7647453.93382353,-480076848.53860295
0.00081000,-442164981.06617647,7679756.02941176,-480038281.34356618
0.00081150,-442057209.96323532,7711713.01838235,-479993130.14705884
0.00081300,-441945658.63970590,7744594.55882353,-479938140.62500000
0.00081450,-441832719.30147058,7776542.64705882,-479877430.01838237
0.00081600,-441715032.72058821,7810240.99264706,-479807229.22794116
0.00081750,-441596178.01470590,7842993.75000000,-479731065.62500000
0.00081900,-441474003.67647058,7876476.21323529,-479644938.45992649
0.00082050,-441347928.67647058,7910800.58823529,-479552474.28308821
0.00082200,-441221000.60661763,7945467.02205882,-479452713.78676468
0.00082350,-441089911.13970590,7980223.89705882,-479345209.54044116
0.00082500,-440956188.95220590,8016735.47794118,-479230356.80147058
0.00082650,-440819723.16176468,8053425.91911765,-479108391.36029410
0.00082800,-440679524.81617647,8092243.29044118,-478978203.52941179
0.00082950,-440536939.33823532,8129813.06985294,-478841202.94117647
0.00083100,-440391205.14705884,8169816.06617647,-478697440.80882353
0.00083250,-440242872.24264705,8209805.14705882,-478544699.26470590
0.00083400,-440092394.66911763,8250839.26470588,-478387047.79411763
0.00083550,-439937374.08088237,8293861.06617647,-478219781.25000000
0.00083700,-439780353.67647058,8338063.78676471,-478046261.58088237
0.00083850,-439620248.82352942,8383268.75000000,-477866765.44117647
0.00084000,-439456887.86764705,8429780.69852941,-477678669.66911763
0.00084150,-439292174.10294116,8478246.32352941,-477483247.07720590
0.00084300,-439124791.37867647,8527291.47058824,-477280996.13970590
0.00084450,-438952424.81617647,8578599.63235294,-477072047.97794116
0.00084600,-438778265.44117647,8631583.08823529,-476856872.51838237
0.00084750,-438602635.55330884,8685890.99264706,-476632745.77205884
0.00084900,-438422554.77941179,8742041.17647059,-476402306.80147058
0.00085050,-438240216.54411763,8800668.01470588,-476166023.98897058
0.00085200,-438056614.52205884,8860707.07169118,-475919888.14338237
0.00085350,-437868971.32352942,8922816.87500000,-475668747.24264705
0.00085500,-437680626.10294116,8987711.81985294,-475410846.13970590
0.00085650,-437489078.67647058,9054211.23161765,-475144758.29044116
0.00085800,-437294947.61029410,9123154.77941176,-474872232.35294116
0.00085950,-437098867.09558821,9194497.50000000,-474592414.70588237
0.00086100,-436900697.61029410,9267474.17279412,-474305368.29044116
0.00086250,-436700453.30882353,9343901.56250000,-474012738.23529410
0.00086400,-436497099.26470590,9422618.19852941,-473712029.02573532
0.00086550,-436293622.42647058,9504275.36764706,-473405364.15441179
0.00086700,-436087761.76470590,9589364.52205882,-473091160.32720590
0.00086850,-435879688.78676468,9676904.20955882,-472769280.69852942
0.00087000,-435668474.61397058,9766482.97610294,-472441968.01470590
0.00087150,-435458156.43382353,9859543.72242647,-472106695.38602942
0.00087300,-435244995.95588237,9956573.30882353,-471765073.64705884
0.00087450,-435030249.85294116,10055088.73161765,-471417418.67647058
0.00087600,-434814973.30882353,10157776.50735294,-471063859.19117647
0.00087750,-434597555.14705884,10264354.30147059,-470702135.66176468
0.00087900,-434379106.96691179,10373620.62500000,-470334521.23161763
0.00088050,-434158907.20588237,10486901.65441176,-469960187.31617647
0.00088200,-433937632.79411763,10603109.19117647,-469579759.55882353
0.00088350,-433714989.79779410,10723741.65441176,-469192474.57352942
0.00088500,-433492348.34558821,10848342.27941176,-468798626.65441179
0.00088650,-433267638.23529410,10975512.86764706,-468399039.70588237
0.00088800,-433042981.25000000,11108025.36764706,-467991695.77205884
0.00088950,-432816412.86764705,11243626.74632353,-467579084.90808821
0.00089100,-432589847.42647058,11384042.20036765,-467161214.66911763
0.00089250,-432361989.52205884,11528568.56617647,-466736610.03676468
0.00089400,-432133309.59558821,11676140.16544118,-466305943.03308821
0.00089550,-431904482.29779410,11829181.04779412,-465870050.44117647
0.00089700,-431673798.52941179,11985956.47058824,-465427956.06617647
0.00089850,-431441514.52757353,12147247.27941176,-464979349.70588237
0.00090000,-431210375.73529410,12312528.69852941,-464526271.69117647
0.00090150,-430977787.31617647,12482853.12500000,-464066941.41544116
0.00090300,-430743558.80514705,12657374.09926471,-463601574.44852942
0.00090450,-430510909.08088237,12836565.07352941,-463132700.00000000
0.00090600,-430275904.70955884,13020895.58823529,-462657532.48161763
0.00090750,-430039736.85661763,13208901.98529412,-462176189.76102942
0.00090900,-429801448.71323532,13402432.40808824,-461690321.52573532
0.00091050,-429564912.68382353,13600433.73547794,-461200231.87500000
0.00091200,-429326490.69852942,13803250.99264706,-460704333.45588237
0.00091350,-429085713.78676468,14010629.02573529,-460204796.87500000
0.00091500,-428845628.12500000,14222836.39705882,-459700260.29411763
0.00091650,-428603927.57352942,14439486.76470588,-459190993.38235295
0.00091800,-428359855.51470590,14661449.81617647,-458678195.69852942
0.00091950,-428114795.25735295,14888070.00000000,-458157982.68382353
0.00092100,-427870044.41176468,15118699.19117647,-457635850.91911763
0.00092250,-427620986.89338237,15354968.75000000,-457110423.52941179
0.00092400,-427371267.50000000,15595406.28676471,-456580245.03676468
0.00092550,-427121384.54044116,15841165.80882353,-456046998.45588237
0.00092700,-426868838.21691179,16090878.29044118,-455509129.59558821
0.00092850,-426615014.88970590,16344538.33823529,-454968055.69852942
0.00093000,-426357397.05882353,16603967.05882353,-454423341.36029410
0.00093150,-426098707.40808821,16867706.10294118,-453876315.91911763
0.00093300,-425838640.62500000,17135819.30147059,-453326475.79044116
0.00093450,-425575349.26470590,17408013.41911765,-452772609.65073532
0.00093600,-425309364.52205884,17684109.73713235,-452216538.01470590
0.00093750,-425041182.15073532,17964202.42647059,-451658545.91911763
0.00093900,-424770418.93382353,18248767.42647059,-451097801.93014705
0.00094050,-424497128.12500000,18536986.76470588,-450535092.18750000
0.00094200,-424220845.77205884,18829636.79963235,-449970135.84558821
0.00094350,-423941065.62500000,19125393.56617647,-449403124.63235295
0.00094500,-423659058.08823532,19425084.74264706,-448833164.44852942
0.00094650,-423371817.27941179,19727946.50735294,-448265303.12500000
0.00094800,-423083436.58088237,20035311.76470588,-447692568.75000000
0.00094950,-422790637.02205884,20344535.84558824,-447119308.45588237
0.00095100,-422494295.58823532,20656528.56617647,-446546668.30882353
0.00095250,-422194862.68382353,20972441.02941176,-445972703.86029410
0.00095400,-421891163.97058821,21289903.67647059,-445396948.23529410
0.00095550,-421584139.08455884,21611673.23529412,-444821313.63970590
0.00095700,-421271692.15073532,21934825.18382353,-444245306.32352942
0.00095850,-420958556.06617647,22259864.46691176,-443668824.15441179
0.00096000,-420639084.22794116,22587739.33823529,-443091827.75735295
0.00096150,-420316089.70588237,22916566.17647059,-442516142.72058821
0.00096300,-419988837.62867647,23247339.79779412,-441941557.02205884
0.00096450,-419657888.78676468,23579852.05147059,-441366033.80514705
0.00096600,-419322958.45588237,23913123.69485294,-440791657.35294116
0.00096750,-418982753.86029410,24247509.17279412,-440217726.10294116
0.00096900,-418640495.77205884,24583112.86764706,-439644663.05147058
0.00097050,-418292430.14705884,24919674.96323529,-439073922.24264705
0.00097200,-417941911.39705884,25256032.05882353,-438503509.19117647
0.00097350,-417585491.72794116,25593025.34926471,-437934039.76102942
0.00097500,-417226598.97058821,25929709.00735294,-437366988.82352942
0.00097650,-416863082.16911763,26267168.87867647,-436801710.11029410
0.00097800,-416495655.33088237,26602395.75367647,-436238058.27205884
0.00097950,-416124222.66544116,26938526.06617647,-435677063.97058821
